checkin_ID,business_id,weekday,hour,checkins
17035,nOu-pkyvRkRH-Cw3t00gyw,Sun,14:00,1
17036,aP0lwfP32bxT-tG7Tlzjcg,Thu,18:00,1
17037,D_xNKV64LYNl4QcGa2fytQ,Fri,1:00,1
17038,LZSyWy4IHgXg6QhW2jrBlw,Wed,3:00,8
17039,fBnjRegibJTV1zMPMvCluA,Thu,21:00,1
17040,N6b7ut3Wzzfk4qFzmIHpyQ,Sun,16:00,1
17041,Vbal-AZnu2w6NttIKfdjDg,Mon,17:00,22
17042,ghaj1MZzPW1qXYCZWfoTTw,Tue,19:00,1
17043,PIpCmok4zzozeSI7iT9H9A,Sat,19:00,168
17044,Ej_13Aok2GfnB9jr-FNvNg,Sun,12:00,2
17045,X69WtFWzdKhmv62VfygSXw,Thu,22:00,1
17046,daI7_EpE3ZrkEZEt2qdTBQ,Sat,1:00,6
17047,4s_kb5VXnx96fEJLZ_AkIQ,Sun,17:00,4
17048,mr4FiPaXTWlJ3qGzp4-7Yg,Sun,22:00,5
17049,Pa8fasuDE8Tt9bWkR3Gs4g,Sat,23:00,5
17050,2RhYIHHzJbv856LDPp6RJg,Sat,0:00,2
17051,HGc61UN2Gr9RGQXC6mXFNQ,Sat,19:00,1
17052,4hHyCvCYJV7xQTBRQh5lfA,Sun,0:00,1
17053,MnW30cvtxLbWcw2T1f0WXQ,Tue,3:00,1
17054,DcgCr11ve0QP29gKMad7OA,Thu,2:00,2
17055,0NT3Hhu2RcAmFKBy2BiRmQ,Fri,1:00,4
17056,JK6V1KZGXiesiCaoj2t5vw,Sat,20:00,1
17057,aF5P9Y6-6GnQW-xajLixlw,Mon,3:00,1
17058,3hzXxViNJ5OIFBkanJaMSw,Mon,5:00,13
17059,AddgUljQKJ0c6mcPIOX72g,Tue,22:00,1
17060,MNaPOkqm2vKeNG8EqkZWCg,Tue,23:00,8
17061,bMmBQmeSZ-JLjJ2H--x_9Q,Tue,23:00,3
17062,skjXX8qzEMeZ5Jgj6SpxoQ,Sat,15:00,1
17063,4Nyn8cHYQOcmSDFSb6dbRA,Fri,18:00,1
17064,xFN8mRubo3G0oIzJwc8XBA,Tue,1:00,3
17065,OJ23YGPnscazBaX4CyssKg,Thu,19:00,2
17066,xfQ62c7mx2qyiXFWhpLqKg,Wed,19:00,1
17067,kpJ2VIIhPIHn5C0LPjfYPg,Sat,15:00,1
17068,aUAUcbbESpm_MZ1n4eY9eA,Tue,23:00,12
17069,8YG7PRoZuHeKii0rtNvJFQ,Fri,2:00,2
17070,pZz_pdysB8mi5KKXG6J1Wg,Wed,18:00,1
17071,dg5cg298SXZVMo4ZEwSUtg,Thu,17:00,1
17072,unQWd_INdQowUzCw7HZt9A,Fri,20:00,1
17073,8MWiywu09bhLWIpzVaD4gw,Thu,16:00,4
17074,-8QlV3b_9H4BAh6LgMIr1g,Sat,3:00,7
17075,HOkoybWJPJ4BIxpOyPvvUw,Thu,20:00,1
17076,ccd6w9w81PUBmtV1DFXgig,Thu,20:00,5
17077,aIJqDWUt10iS45zYCr0KcQ,Thu,0:00,10
17078,_SfhYFzvPMFGNKg7ZMz61Q,Fri,13:00,1
17079,vTKCl3v71Dw8yW7-Iblj3Q,Fri,0:00,3
17080,uepePk9-QYV8CfDbRzhoeg,Sun,20:00,7
17081,rCtVqce0ZiaOw7miSB7ZBQ,Wed,5:00,1
17082,XZp9LP39xEBw_w_5wzKLiw,Thu,15:00,1
17083,AqvZ-zcrE-EvcC5o-QOmjg,Sun,15:00,2
17084,a8hu06rFnwILU4Y6sgqW_A,Sun,5:00,5
17085,Wxxvi3LZbHNIDwJ-ZimtnA,Sun,23:00,302
17086,QzoHxxiHH1HDOATbMK4odw,Fri,19:00,2
17087,FZpyIiCAsr7Twkw4tQeqPA,Thu,17:00,3
17088,_mqq_v8JdyPQ3ARitdHQUw,Thu,4:00,1
17089,UvF68aNDfzCWQbxO6-647g,Fri,3:00,4
17090,0iPXuywgu37dDpwLMudACQ,Wed,4:00,1
17091,G6EkDTXZ6zMUovg7JTG4YQ,Tue,22:00,4
17092,OsuBqr2L0-5W8LGAsg-p8g,Sat,0:00,1
17093,MA2UHFtpWPzJqWQj2mmkJg,Mon,17:00,2
17094,bRs0ejlkGV3K4b-PaBROuQ,Sun,4:00,1
17095,rx1AEnleVRWMNz6vB-YhfQ,Sat,21:00,8
17096,bI4emjU96ZvGQRTwxItd2w,Wed,17:00,1
17097,7Cm5SCTu7LePBCXTUaEiwQ,Sat,0:00,2
17098,kYlUfS1ncd64gWCWRmLG0w,Mon,14:00,1
17099,mrS5jPugxU5guS1I3RfvmA,Sat,22:00,1
17100,NMyMnvEVTzWBssOepGGR0A,Mon,17:00,4
17101,5GJ60TyviQnyg2257CAGuA,Fri,20:00,2
17102,2tJe4oygkO6NLExp5Bo3Yg,Fri,4:00,1
17103,kyGlR_nFKXe5nA91u-TlHg,Mon,18:00,1
17104,KObbYxMsDmjoF8T3RhpOCw,Thu,16:00,2
17105,WpHj-1SBjdQGoq8isLVuPw,Sun,0:00,3
17106,_nawxIVl5vz-VTBPNa4TBg,Sun,18:00,1
17107,T2HXUBdJn7Tk2yR1kgD-Rg,Sun,3:00,1
17108,mL26umMxpsd9PdHcxJYn7Q,Tue,2:00,2
17109,wUrnir4yQj4Lnta-jdqqxQ,Sat,15:00,1
17110,sgPeXTNRGWfDuEGOde6fxw,Fri,0:00,1
17111,kzaI1djbpwOEhCjzLneisA,Thu,18:00,1
17112,UGyEr_PMA-v1cuim0gMPlQ,Tue,2:00,8
17113,50tjBMTlIbFBxjTRXAVZHQ,Wed,0:00,2
17114,rVgbF-_nZSeiCQQcCH810A,Sat,23:00,8
17115,nW27OMU438BjZF64lj97sQ,Fri,4:00,6
17116,ZmDWTk8Qf5vFaVJStBh7-g,Tue,19:00,12
17117,LbjaN3HPpe-Sbu3TULdKVQ,Fri,20:00,1
17118,AiQTF_hKZiPqdO7ljNxqfA,Wed,0:00,1
17119,q0tMKr-hzS4UT0RArdZfzQ,Sun,0:00,1
17120,xsdRrNJuNumvrwoQ2Tt8tQ,Wed,18:00,19
17121,ewAmzOqnSAfLBdt4Stc8bA,Fri,23:00,3
17122,0FDKz0eZUo3QqkIOoRdX5A,Mon,0:00,1
17123,wEc4JE2NYQr1RnGjGr4q7w,Sun,8:00,1
17124,0uRZNT6T_cQhg5cQU0nNVw,Wed,21:00,2
17125,EN2foh9hQMXvNMtB3pMwmA,Mon,20:00,1
17126,u29lf2yPd-qK5ThAS9FRQQ,Fri,1:00,3
17127,WGh0GmMO000UZwdZ8kKdxg,Wed,0:00,1
17128,DbEszO3wk1xVmN3pCPob2g,Sun,19:00,370
17129,ytAsW7DYezxMMzqoO_-nIQ,Fri,2:00,20
17130,UDwFvWD1Sy8lbdxWiu8nBg,Sat,18:00,1
17131,DRJzfAuSzgoBJeSuwfdPow,Tue,21:00,5
17132,7dHYudt6OOIjiaxkSvv3lQ,Thu,16:00,1
17133,sk0SxZPUOgfFNl8rz2Ofww,Wed,2:00,3
17134,Or5Cck6Dct85V_WzO7j14w,Mon,2:00,5
17135,uH8o7gBowYmbToJqHsbpxg,Thu,0:00,8
17136,QTH_XGh4rWYdd0fTW-tUDw,Fri,19:00,3
17137,zxVw9U56heInhfyprhkxIg,Wed,19:00,2
17138,S3eGtoa9Z9vWI29Tc2in_w,Mon,14:00,1
17139,JO8fpEpWlqFmjAwWZW5Gvw,Sun,4:00,3
17140,aIZQF2UCLv6ru-zsPK4H2Q,Sun,10:00,1
17141,Ycp3Agr7dt71TZkeKV7jng,Mon,22:00,2
17142,PAZC7ENEmDDgNMZngJSxxg,Fri,2:00,2
17143,siZLn0XBNiOe6UMGeHOkbg,Wed,20:00,1
17144,bG-JFEQjr0pAcgdz7eHkZw,Thu,2:00,11
17145,neO0lOx9YE3r7SvVkmpS8w,Tue,18:00,3
17146,jcsan4Rl4RARDIuv7tXz5Q,Wed,19:00,1
17147,bDcK-xNmTWGW-wxA7Jn16w,Sat,1:00,1
17148,64_y0ZgHl34uOzHNnSnd1g,Sat,15:00,4
17149,jMWi4r-pHYW-Z52Tdo_8QA,Tue,21:00,1
17150,_NHPukSdDgPKky3RjIvE_Q,Sat,20:00,1
17151,IirSBWdCKGOCSwh1vr5hLw,Tue,16:00,14
17152,nJBwEYaulNXHPAUP0OBRtg,Sun,3:00,1
17153,md48OyVfiKZEGT8MDy5PxQ,Fri,14:00,2
17154,idotH1un0AYxoEWTQP_bRg,Mon,1:00,1
17155,R05ZRXWkYuEcvRGok5fiDA,Sat,17:00,15
17156,N3oEQ6N6c_T9_L5swRxdGw,Tue,0:00,3
17157,iJ0X3Ze6nJk-hcoVKF3L6g,Tue,14:00,27
17158,_RYkQNjV_D6xOzRp3RwVOQ,Mon,4:00,1
17159,LxvICeColZib-noVfMpI5Q,Mon,0:00,1
17160,1w0Tko5c-8HxsAdOUX81lg,Mon,2:00,2
17161,P2-Xvs7tFcGl92YZKt9ExQ,Mon,20:00,5
17162,2EGNC_m6Ytyh74J0MQuxmg,Wed,20:00,1
17163,EQYMqU7_xNNQWoAbOTrt1A,Fri,11:00,1
17164,rTZVcJZ8G80i6NjLw0SW8Q,Thu,6:00,14
17165,_uxQ4lwOAogAfcqJivIZzA,Wed,21:00,2
17166,wxr-uwcqFvZjhwkrlga5uQ,Sat,1:00,1
17167,GjI8vHV8cAsZlhBpogoUEw,Wed,14:00,8
17168,0lNgC2KZbkIUGve4PJwn3A,Sun,18:00,19
17169,6dDItJbFIwYCmoLZF3iTcg,Mon,21:00,1
17170,RCdWzJI0acxponN70QDRcw,Sat,13:00,1
17171,tBSHxwxaAdC6NGcsRumbMg,Wed,21:00,1
17172,wUr4HeEhhPeiFb7UmiYRzg,Mon,23:00,3
17173,iQrOVQFtcoV0itpyUPVuDQ,Sat,23:00,6
17174,E74g5nmRJj9LQS1uyKmq8A,Sat,17:00,3
17175,Qrw0D4Tljz-S58Z7-whYgg,Fri,22:00,1
17176,FjLCKeSf9Ynio0pzLqZifA,Thu,3:00,1
17177,vnvQ0lD9MDje2DFde9PKQA,Fri,18:00,30
17178,Arox2o0zyinAFrsE_HDtHg,Sun,18:00,23
17179,HgdFqAvK31fB9sgBdOzo9g,Wed,21:00,32
17180,QD76w6JnHHrUGB03YdL44A,Wed,20:00,10
17181,neWZEEU_EfdlwEEOD5-9oQ,Tue,21:00,1
17182,KyuzXiKF0AnjCYELNXmICQ,Sat,22:00,2
17183,vWFhRvHVIJAzIeOX4g_YcA,Thu,5:00,6
17184,pShTQXGREXpq5RgvYGcFww,Sat,2:00,2
17185,TxZg_wP9kcts7DIBZdM9kQ,Mon,17:00,1
17186,A9JoDDO_h8NGgCllHzpJyw,Sat,23:00,1
17187,KxcQs2Lkm3FJiltVWXOz_Q,Sun,23:00,1
17188,lRZwdqsYOjmQ19mfuKK9Bw,Fri,21:00,2
17189,0NmTwqYEQiKErDv4a55obg,Sat,18:00,1
17190,fcOZX7sPaO2tVM_ehtfiNg,Thu,16:00,1
17191,zunMkZ4U2eVojempQtLngg,Wed,19:00,7
17192,ZnmxZ0Uq2qb5bg3cTCkDYQ,Sun,0:00,1
17193,yZrL-0M_ia36JMC2P1cumA,Tue,17:00,3
17194,pe3tPNdwxSqcLE8ez3Wbbw,Sat,19:00,2
17195,Z5CB1ohc5cWdPnWFCBCOHA,Sun,3:00,3
17196,TscpVCs-kq0ynK0OU0nCUw,Sat,20:00,1
17197,KTBk42MHcHGxIhkfN7wlFg,Thu,22:00,1
17198,rTicAE1mbLnyMuUrUFD6WA,Fri,20:00,3
17199,IxKZoMCA9VJTl0gaodlcBw,Sun,11:00,2
17200,S5gsY288XIij-I2rjkr6Jg,Fri,14:00,3
17201,FDM7CWHpp-9sfQjr3o8h1g,Sat,23:00,6
17202,QJ1YpQLVuentjgTQqNqqpw,Mon,0:00,8
17203,dTB-1jLJ3isOqq0sq7Pd7A,Tue,23:00,2
17204,zwHo6B7tzZJPn5IxRGoNOA,Sat,1:00,1
17205,nN1MXnHFzZh9snkMmdhYrg,Fri,20:00,5
17206,MIoaKihbI0po8kIV6cIckw,Tue,11:00,2
17207,6cIXOFoQZhDxUgqxkrihhQ,Fri,17:00,1
17208,DfD-xc8788c081WiFjluTA,Tue,21:00,5
17209,20Vn7iRLnZxjU4stfHkyEQ,Wed,18:00,1
17210,nF5TXLMmC6IJgQxE9CEZPw,Sat,23:00,11
17211,_pO7Zltws0aPSKff0EQyqA,Fri,22:00,2
17212,aoXb8mDCyb-XbkITiIfYVA,Sun,21:00,3
17213,kDPoIEC_YCIQixAyD7Ex3g,Sun,23:00,1
17214,Q4WmBfRD6rcTSXVZqjKC5Q,Wed,17:00,2
17215,idp26EIeHO_FmJLIAjLJQQ,Sat,11:00,3
17216,m5sGdODCWYVu-bjvqG_OOA,Sat,2:00,1
17217,anhk98859Rmo3mL6X41jbg,Thu,9:00,1
17218,r0j4IpUbcdC1-HfoMYae4w,Fri,2:00,3
17219,RMIZvXChyfDWzWbNOK0l9Q,Mon,1:00,3
17220,AEdlEpcUni8peDLAm1K_ZA,Tue,2:00,1
17221,6zi7dAlnk7vgvlGbUMoKkA,Sun,3:00,6
17222,X2f2s37_cFKo4xpzGFqk1w,Sat,3:00,1
17223,djfFq9WitGJLW7U8l6Ygjg,Sun,15:00,1
17224,uUEKndnFbHD8mVkGiirtpA,Sat,14:00,1
17225,HydP7LxrLmh_DMBsGgC1CQ,Fri,4:00,7
17226,ZsFFOaGE3bmCPQvn5txQbQ,Wed,23:00,1
17227,ZlrHrg7jrbO6blqwfa0MkQ,Sat,20:00,1
17228,25A5cs0ZmdPPF5x21mSxyA,Tue,21:00,1
17229,SOPi1SpjaiPesEgrhbcPjQ,Sat,14:00,37
17230,bBxctA7YVbZgpExmsVK7tg,Fri,1:00,6
17231,PkkbOQOEKIxcodqmMxiKfg,Mon,5:00,1
17232,m97jaBYRscg-hqDjMVIIWg,Sun,5:00,3
17233,M-lS6AzGfoVB76at4c0Z7A,Fri,20:00,1
17234,3gkqdLgL1Ca0hy1YRsA2Gw,Mon,21:00,1
17235,l_B0JtF2UraFqhDpp5go0Q,Sat,23:00,2
17236,sZv5q1vMP2-G3z1stxNrOw,Sat,19:00,2
17237,jq9UUMx6vRNvLEyuedqSzA,Wed,16:00,1
17238,np8wj1g3cgCoIcJ26zozpA,Fri,23:00,1
17239,KaGZE0_o1EmmSN4Fo_cpUw,Thu,0:00,4
17240,srKbad9odfjwSua22DiIJw,Thu,22:00,1
17241,pnYDtPaVw_xRBHm9y0y4gg,Sun,19:00,4
17242,u24ETMGIMK7smqEXHlGkXw,Fri,18:00,2
17243,gh0mBl_SBZ6kX9mYMq-R5g,Tue,23:00,3
17244,qmOGjuvK3jQbE7Q7n452Aw,Tue,22:00,1
17245,mqoqOpGnTs-J4OMTar2_Iw,Thu,21:00,3
17246,D3ehpx1uKG5aLuaJgztYDg,Thu,18:00,11
17247,N9jmzeBT-6vQxbpC9yl8Aw,Mon,9:00,2
17248,92TA_nRt7Wtjf_WcRY8mFQ,Fri,21:00,1
17249,Ln3jC2yAs5KtopUDAhYZBA,Wed,15:00,1
17250,g4rkl-BorzlT1hIz_-vsew,Wed,1:00,9
17251,L2djnd9r9-WDPG7JKmdLfA,Sun,20:00,1
17252,Yv7uZYJ5HJayw7kcxLq_xw,Thu,17:00,2
17253,TZkdlMxELR5BVajnjAaFmA,Thu,12:00,2
17254,8YJOMfdnk42v3PvpkDxJGg,Mon,21:00,2
17255,TI8BCPSStuOgnqBHyTtG9Q,Sat,13:00,1
17256,favlri0nipSO8Jdq9X9Vyg,Thu,14:00,1
17257,10Jk5ilimXrfAq8JJ1gISg,Sun,21:00,5
17258,Xzgs7Y0t-EpbFdvK6in3Ew,Mon,1:00,1
17259,EjJMYnACqhFRCN9BF5u0yQ,Wed,20:00,1
17260,HQl28KMwrEKHqhFrrDqVNQ,Sat,23:00,34
17261,AfuYockOIOH9WsDJHRvVlA,Fri,4:00,1
17262,Y5Kf9tRVcibObhSQ7AAIog,Thu,19:00,1
17263,XD7NRVTaZNb5zvkAhg_beQ,Tue,19:00,1
17264,opnw3jgcHUsfHCv6YosKgQ,Thu,14:00,1
17265,AcRqSZIaehtjSQJSqZZytA,Thu,14:00,5
17266,7xmuQuhpzBlkkSbWePFeVQ,Fri,21:00,6
17267,9jktc8BXDYkdr64L3Q0CyQ,Thu,23:00,1
17268,n_r2zY-SmI5kxaUODwi2Lg,Sat,20:00,1
17269,Nv8p5Hpf3dfAPx14yoRaBA,Fri,14:00,1
17270,EfmP_Rn43N0XbqbiBShG9A,Sun,6:00,1
17271,hUCujBvgttk5jNh_uQwi2Q,Fri,20:00,2
17272,8ZCfltGht9tWZX7jtxAg2g,Thu,0:00,3
17273,hAoNITpnIOMgNTzjbBig6Q,Sat,18:00,2
17274,vykG2Z1P2tMswAL67mFpsA,Thu,18:00,17
17275,JMq0dz_jb6SUEvhhON6mqw,Sat,2:00,3
17276,nLx4MPyATXNYkuKRRA-6AQ,Thu,1:00,3
17277,9xKnjGQ9Bckozqf8gSlWWA,Thu,0:00,3
17278,kxo3Zz_JIEUGkJHl9kUiKg,Thu,18:00,4
17279,iwlCyVZBukIhUotnD3CdtQ,Sun,17:00,4
17280,Knnc473zh8m7IBC0oLTHkg,Sun,19:00,13
17281,wMg55W7gShgZbeAyhem0xw,Tue,21:00,3
17282,ZVpDWwfNLPXttvyWgxfeuw,Mon,18:00,1
17283,nlrUUtIO0s0a6umCE55prA,Sun,18:00,1
17284,Yqvy3vnaTrOXRWV2tMX4lg,Mon,21:00,1
17285,eremwEUrZUbg9FHMleD0_A,Sun,23:00,1
17286,EU83r5yrRw3zRictM5eO6Q,Sat,21:00,1
17287,gwhETp-9hZo43B67cEos8g,Wed,0:00,1
17288,mQCT1psNh2pJT38ohSQDHA,Fri,21:00,10
17289,8UBOqmp97HzYB15PfKsChw,Sat,3:00,1
17290,i-P45FYs86t9Q98LFJWSDA,Sat,15:00,2
17291,1lJBE4j473sfxlV0EpcEZw,Fri,18:00,1
17292,gJ-svVBsgkmE4Iy_hrGHMQ,Thu,19:00,2
17293,ws7x5mAdEfPPfEcT6r4ddQ,Fri,17:00,2
17294,i57pboNTvHTaIyKOx2p-9Q,Mon,18:00,1
17295,cW-guonyUbsjZ7b7tXauHw,Thu,20:00,1
17296,NOjmj2XNnn2kuc7lARdggQ,Sun,20:00,2
17297,8guV6WfhUtASpNhNsd945g,Mon,7:00,3
17298,26E-xm4fqOzSPATzy5n7-Q,Wed,14:00,1
17299,ovAICYIxbUFZvBMP6MCpmg,Mon,23:00,2
17300,tLqhkS7Y8oTeFeweCycbIA,Sat,16:00,1
17301,LbuqxpaUIVEhC4mCvecjRw,Fri,9:00,1
17302,WG6GsWEbZe2guw-QOidMDQ,Sun,20:00,4
17303,PycR_Mr5jA9jB4Xg3nX0Yw,Sun,5:00,1
17304,30Q5xBagQHmkwp8Q9I1FCg,Fri,2:00,2
17305,XBY5WCikRpzboqwLc8CcBg,Sat,23:00,4
17306,Z67fSDd2j_BNG5qQjpFCaw,Tue,15:00,1
17307,nClBYSB2vFekGrFYx-ONvQ,Tue,16:00,1
17308,dw4-eoVgMv9UjXwBns1ZYg,Sun,16:00,1
17309,JteoA4-LeUP9OrrS5e39Yw,Thu,18:00,2
17310,GLJXTwH9KWrNbu-_xfBmpw,Wed,21:00,1
17311,Mqc-4VlnZymZyVJ1VzL_Kg,Mon,23:00,4
17312,XKVtr6omPOVDIzidmpSCLg,Wed,14:00,1
17313,nHT_lECT2AIndXf5h_cfpQ,Sun,19:00,1
17314,YemQ_iZIftV5zpdAXqkkdw,Mon,3:00,4
17315,uSsTuB82xu2kgSUeNNKQcg,Fri,17:00,2
17316,DHklgMcOIp8oFiQogiH-bQ,Sun,19:00,1
17317,Ibnirnlej1gHh9w3vkhNvQ,Mon,22:00,1
17318,BOWck_X_RnCO4uRtcvb71Q,Tue,15:00,1
17319,aq-1jcbOg1yJk98dxntSzQ,Fri,14:00,4
17320,oMNM6btYR7huP33J8pLNPg,Mon,23:00,1
17321,XhUec_6-kgPy1_ZYUrzvPQ,Sun,0:00,13
17322,lT4Pk8JQ7X8whOvjy6liTw,Mon,17:00,3
17323,PRI5zVOruU_zLitAZl8JDw,Tue,21:00,1
17324,z7NIceJU_4vSk-EJ8H6hQA,Tue,22:00,4
17325,JzwewXUzR3c5ggTtEE5uMg,Wed,0:00,1
17326,cuCcme3Vl2Itwh1ubs76Uw,Mon,5:00,1
17327,Z2L0j0MZ9m0IwaWmcvnxGQ,Sun,4:00,8
17328,HKJ_7vqbRcUuUSqtyPA1tA,Wed,17:00,1
17329,7kgdy_Tn7kWZr0PMCKxRNA,Fri,14:00,1
17330,3xmfT7l3xNH5LK1dLzfvGw,Fri,6:00,110
17331,5nyKUHibR4GCs6ojVljFdA,Wed,8:00,1
17332,bWfncbrhEYkR65mwtua4FQ,Fri,22:00,5
17333,LNIS8rtFFwSvhgYlMc542g,Wed,19:00,2
17334,lTm8J2c1Sp4szFPdQ04QqQ,Sat,13:00,1
17335,mZT41UFgaHVNL2Q6iM19aQ,Thu,0:00,2
17336,J_btDyZbIv0hZNjrw56zlA,Sat,17:00,2
17337,C8f5OJ_UzLtoN1Ovu6JWRw,Thu,23:00,1
17338,4X0qdoMdO-TDIrSs9l9j8g,Mon,15:00,1
17339,mHTBZtXec6wZTBXXeH2oUA,Sat,20:00,1
17340,McaDmjVdrWTjf0V_VwO_rQ,Thu,13:00,6
17341,jgsojmg-UuXP4ub3-Bm3EA,Sun,22:00,3
17342,5D3cAYturwbEqnj52b1Tmw,Sun,2:00,6
17343,ndXuzuD4BpNIrm1I0nTsww,Tue,17:00,7
17344,jz_q2_QTq_CdDbOtY2FSXg,Wed,14:00,10
17345,rxvKy4umkp_TfJGs9rOgyA,Sun,23:00,2
17346,JQmL65YrNVUmptU44SKLLA,Fri,4:00,1
17347,8-NRKkPY1UiFXW20WXKiXg,Sun,3:00,1
17348,LHVfdNRDiQfRpDyHyzvI5A,Sun,1:00,5
17349,UV3oegQXN8tWtm8azFPZ2w,Sun,3:00,1
17350,4YXsUnpiD3andxLj060FRQ,Fri,13:00,2
17351,g7fXSjIsE31hLIW5z60zfg,Sat,14:00,1
17352,Ao0mloVclgL3Tzqo8g4AzQ,Mon,15:00,1
17353,0Iv54qQpgPf5_nLph-Uncg,Sun,0:00,1
17354,bgsxMa9rwdStb0WN4nq3Jg,Tue,22:00,1
17355,4STzP1q1uM8ONkKookifsw,Wed,22:00,1
17356,6E6-PZpjz98jlbOs_a3Jtg,Sun,18:00,1
17357,15LjiMzeVbTpQgaFBWO32A,Sat,23:00,1
17358,hLxh14W8OUUq0m6V9KXPpg,Fri,23:00,1
17359,VI2Fkyaup73hrbrwn95ztw,Mon,15:00,1
17360,isWvvUB5uGLvc2WYPHx2pg,Wed,14:00,1
17361,J3EckozG83hEvm267MOeHQ,Thu,20:00,1
17362,UcwWt3BmRUGgZ2-T55J9MA,Thu,17:00,1
17363,fW8XnRboAmGZOZVPoOGWcw,Sun,9:00,1
17364,w_0nQYHhXhrSR95pWZafVg,Thu,17:00,3
17365,xnLNPkL7bbdhD842T4oPqg,Sun,5:00,2
17366,I_qSZPt7ndI0v0jBdOG_ug,Thu,0:00,3
17367,vQwmwBpT4oxWTknvH6arVA,Sat,17:00,6
17368,o_c0WUj8o_9f10nCdTwBnw,Mon,17:00,1
17369,yBxzqKXHhvNVaFnEOd4f7Q,Mon,5:00,1
17370,dboAymtzo1xA60O0L_1HIg,Sun,19:00,2
17371,ZlCSsWS07JulSBIQlrbF5w,Fri,12:00,1
17372,y9ukbhhyYC2qrPSS9eWh5Q,Fri,9:00,9
17373,ZBcXs1xfBLVZ7Nr--eGHoQ,Wed,1:00,4
17374,kKCJvvktaKxZ5iFKv3lxuA,Sat,1:00,8
17375,zu8OzbIM4hXTJQdOk3rJOg,Thu,11:00,1
17376,zr7grc6VLxwuo3iXLAs1oA,Thu,12:00,1
17377,YLNUveUnjXfLewciseX2xA,Wed,0:00,3
17378,R8TSCE3fqfDBLAx52jGGgA,Mon,14:00,1
17379,anGYRueZJKYCJefKFccfjA,Mon,1:00,1
17380,0zoXYHq82haayMaV952jEQ,Tue,17:00,30
17381,jrFB2o5Gk2aRw22oNGxJKg,Wed,3:00,6
17382,78WrY416Z3J6G79gMJCwbw,Sat,16:00,1
17383,DtrTCViUn9uV8TtD_eyMQg,Fri,20:00,1
17384,t-o_Sraneime4DDhWrQRBA,Sun,17:00,158
17385,AGUKqOf0eyWT7n0iRMFmpQ,Sat,21:00,2
17386,j3d1-xlmPJeg5OK6F-X4OQ,Sat,20:00,1
17387,e59uNE07Gf-yrIl4rX3KZw,Thu,22:00,4
17388,364hhL5st0LV16UcBHRJ3A,Tue,8:00,3
17389,nTzNKKBWl_6B_yGshTvaHg,Mon,19:00,2
17390,qlPyuJ77Znjh30I2kTs1xQ,Sat,23:00,12
17391,hsVjfLehMqpXk7DBmOUJJw,Sat,23:00,1
17392,8rb2nWVQkn54lMNOBw4hQQ,Mon,15:00,1
17393,RFCtxMNwO_8ONYnWNDxYqg,Wed,19:00,1
17394,1HfkEkNhI6XJXkgrCTBKpw,Tue,2:00,1
17395,b_1PW3gMqzHvkAFseap3yQ,Sun,4:00,1
17396,xr8bnETyAee8YAB3pNoqnA,Sun,0:00,2
17397,-5L8zOxibac-vBrsYtxXbQ,Sun,18:00,10
17398,6ZMrT3rIB2XedgZ4SBu9sQ,Sat,22:00,3
17399,1Tj0HSSnPgHOj1alfcoXlQ,Thu,21:00,1
17400,W2NzlS8OJzGfDfr9oRz11Q,Wed,15:00,2
17401,anGYRueZJKYCJefKFccfjA,Mon,22:00,1
17402,uenrK0IMuky3ChiX2sVvXw,Wed,23:00,8
17403,31acLzszeCCpeXmyAnoTdg,Mon,23:00,5
17404,nk0rVsak2gP7IEVxayx0qg,Wed,0:00,1
17405,Kud1rbrXsyI_iLHfwZcGHQ,Mon,18:00,2
17406,vQWVP7MtpgXFwUMvxCj9Tw,Wed,15:00,1
17407,cbLEGyROMNKbOZpEah3seQ,Sat,2:00,1
17408,mrwpkN8k5Q-X7J5mGQ0NtQ,Sat,16:00,1
17409,dKRex8yByClqozat8yBc_w,Tue,0:00,9
17410,YIerY59LC0Pu98N3kmOYSw,Wed,0:00,1
17411,QUDbVp8p3vNK5dxeSrOalw,Sat,23:00,3
17412,zrIOpsWHmzMEc7QC8ARrUQ,Wed,16:00,1
17413,ii1rjuLHej6iQ10uXSCrIw,Tue,5:00,1
17414,e5iuaVMw9EBCF1A1XDOwzg,Fri,14:00,1
17415,Y6ERro4P_wmneOWj07n94A,Wed,0:00,4
17416,p3l7Q7-UpwqpxTdD86dMWA,Tue,17:00,1
17417,jRaFTzmmZjYOky0XygFNCA,Thu,14:00,1
17418,S8J4LcwawSvOcYL9Vwy5Fw,Fri,2:00,2
17419,xNpD5ObRmK0q87f6QU283A,Wed,23:00,1
17420,Md6NWl54ny8hA-NVaYZuew,Sat,23:00,12
17421,Rqzqqlv0c1fzxaRO6z4d3w,Tue,18:00,3
17422,naasPCGv9LRkMTjPeIyoUQ,Fri,12:00,3
17423,t7YEHbN6NiuS1oBlD-R6ag,Sat,5:00,2
17424,EveFgxNoHkrs8ncSjkoINA,Sun,21:00,4
17425,JAaABhG2j_bJuVjfFIZWFw,Tue,9:00,1
17426,_l1-rOo1wd0-rZ34ODOsdQ,Sun,19:00,1
17427,BsvCTCVG7lrzXZ68VyyIcg,Tue,2:00,2
17428,UKkpywC0MN05el03qM21JA,Wed,5:00,4
17429,S4QVuwfzn9T2-torVnW37A,Sun,5:00,3
17430,Bi3QsII8SuURu-MI656bDg,Fri,0:00,1
